 60.342497   4.244242   0.000000    1.922834	"FFA-W3-301"      5
 62.756197   4.135643   0.000000    1.645065	"FFA-W3-270blend" 6
 65.169897   4.030281   0.000000    1.381055	"FFA-W3-270blend" 6
 67.583597   3.928540   0.000000    1.134248	"FFA-W3-270blend" 6
 69.997296   3.830120   0.000000    0.905325	"FFA-W3-270blend" 6
 72.410996   3.734400   0.000000    0.691736	"FFA-W3-270blend" 6
 74.824696   3.640490   0.000000    0.487581	"FFA-W3-241"      7
 77.238396   3.547591   0.000000    0.287029	"FFA-W3-241"      7
 79.652096   3.454836   0.000000    0.085009	"FFA-W3-241"      7
 82.065796   3.361593   0.000000   -0.127491	"FFA-W3-241"      7
 84.479496   3.267331   0.000000   -0.360230	"FFA-W3-241"      7
 86.893196   3.173390   0.000000   -0.629359	"FFA-W3-211"      8
 89.306895   3.080446   0.000000   -0.944011	"FFA-W3-211"      8
 91.720595   2.987648   0.000000   -1.269125	"FFA-W3-211"      8
 94.134295   2.894241   0.000000   -1.578889	"FFA-W3-211"      8
 96.547995   2.799468   0.000000   -1.849557	"FFA-W3-211"      8
 98.961695   2.702544   0.000000   -2.062005	"FFA-W3-211"      8
101.375395   2.602533   0.000000   -2.155702	"FFA-W3-211"      8
103.789095   2.498904   0.000000   -2.174736	"FFA-W3-211"      8
106.202795   2.392350   0.000000   -2.156947	"FFA-W3-211"      8
108.616494   2.283124   0.000000   -2.106403	"FFA-W3-211"      8
109.823344   2.227323   0.000000   -2.065727	"FFA-W3-211"      8
111.030194   2.171358   0.000000   -2.022911	"FFA-W3-211"      8
112.237044   2.114312   0.000000   -1.963251	"FFA-W3-211"      8
113.443894   2.057139   0.000000   -1.901610	"FFA-W3-211"      8
114.650744   1.999019   0.000000   -1.816282	"FFA-W3-211"      8
115.254169   1.969918   0.000000   -1.772603	"FFA-W3-211"      8
115.857594   1.940817   0.000000   -1.728924	"FFA-W3-211"      8
116.461019   1.910986   0.000000   -1.675321	"FFA-W3-211"      8
117.064444   1.881070   0.000000   -1.620550	"FFA-W3-211"      8
117.667869   1.851154   0.000000   -1.565779	"FFA-W3-211"      8
118.271294   1.821238   0.000000   -1.511008	"FFA-W3-211"      8
118.874719   1.783671   0.000000   -1.444348	"FFA-W3-211"      8
119.478144   1.712694   0.000000   -1.377028	"FFA-W3-211"      8
120.081569   1.480486   0.000000   -1.309708	"FFA-W3-211"      8
120.684994   0.500000   0.000000   -1.242388	"FFA-W3-211"      8
